Date,Event,Event Info,Outbound,contact_id
11/7/2019 8:08:36 AM,20103,,15,7575
11/7/2019 8:08:36 AM,20103,,15,8680
11/7/2019 8:08:36 AM,20103,,15,9968
11/7/2019 8:08:38 AM,20103,,15,8739
11/7/2019 8:08:39 AM,20103,,15,12702
11/7/2019 8:08:40 AM,20103,,15,13509
11/7/2019 8:08:41 AM,20103,,15,13689
11/7/2019 8:08:41 AM,20103,,15,8423
11/7/2019 8:08:42 AM,20103,,15,13696
11/7/2019 8:08:45 AM,20103,,15,10558
11/7/2019 8:08:46 AM,20103,,15,10515
11/7/2019 8:08:46 AM,20103,,15,15108
11/7/2019 8:08:48 AM,20103,,15,15683
11/7/2019 8:08:48 AM,20103,,15,15908
11/7/2019 8:08:48 AM,20103,,15,7942
11/7/2019 8:08:48 AM,20103,,15,5057
11/7/2019 8:08:49 AM,20103,,15,1043
11/7/2019 8:08:49 AM,20103,,15,15818
11/7/2019 8:08:50 AM,20103,,15,1043
11/7/2019 8:08:50 AM,20103,,15,3867
11/7/2019 8:08:50 AM,20103,,15,4082
11/7/2019 8:08:51 AM,20103,,15,4185
11/7/2019 8:08:51 AM,20103,,15,16035
11/7/2019 8:08:52 AM,20103,,15,16039
11/7/2019 8:08:52 AM,20103,,15,11796
11/7/2019 8:08:53 AM,20103,,15,4082
11/7/2019 8:08:53 AM,20103,,15,16361
11/7/2019 8:08:54 AM,20103,,15,8470
11/7/2019 8:08:56 AM,20103,,15,16575
11/7/2019 8:08:57 AM,20103,,15,16575
11/7/2019 8:09:01 AM,20103,,15,14225
11/7/2019 8:09:04 AM,20103,,15,15645
11/7/2019 8:09:05 AM,20103,,15,12667
11/7/2019 8:09:08 AM,20103,,15,16567
11/7/2019 8:09:10 AM,20103,,15,11165
11/7/2019 8:09:16 AM,20103,,15,10904
11/7/2019 8:09:19 AM,20103,,15,10342
11/7/2019 8:09:27 AM,20103,,15,139
11/7/2019 8:09:29 AM,20103,,15,12126
11/7/2019 8:09:31 AM,20103,,15,5733
11/7/2019 8:09:34 AM,20103,,15,8582
11/7/2019 8:09:35 AM,20103,,15,10008
11/7/2019 8:09:36 AM,20103,,15,12564
11/7/2019 8:09:52 AM,20103,,15,13245
11/7/2019 8:09:53 AM,20103,,15,775
11/7/2019 8:09:56 AM,20103,,15,775
11/7/2019 8:10:06 AM,20103,,15,9096
11/7/2019 8:10:12 AM,20103,,15,10805
11/7/2019 8:10:20 AM,20103,,15,230
11/7/2019 8:10:26 AM,20103,,15,15458
11/7/2019 8:10:29 AM,20103,,15,1145
11/7/2019 8:11:00 AM,20103,,15,7575
11/7/2019 8:11:09 AM,20103,,15,800
11/7/2019 8:11:42 AM,20103,,15,10866
11/7/2019 8:12:06 AM,20103,,15,5687
11/7/2019 8:12:13 AM,20103,,15,6758
11/7/2019 8:12:14 AM,20103,,15,357
11/7/2019 8:12:21 AM,20103,,15,8678
11/7/2019 8:12:35 AM,20103,,15,5733
11/7/2019 8:12:35 AM,20103,,15,553
11/7/2019 8:12:36 AM,20103,,15,5132
11/7/2019 8:12:36 AM,20103,,15,12450
11/7/2019 8:12:37 AM,20103,,15,4659
11/7/2019 8:12:37 AM,20103,,15,9901
11/7/2019 8:12:38 AM,20103,,15,16368
11/7/2019 8:12:38 AM,20103,,15,1050
11/7/2019 8:12:38 AM,20103,,15,832
11/7/2019 8:12:39 AM,20103,,15,13458
11/7/2019 8:12:39 AM,20103,,15,792
11/7/2019 8:12:39 AM,20103,,15,832
11/7/2019 8:12:39 AM,20103,,15,4196
11/7/2019 8:12:40 AM,20103,,15,1066
11/7/2019 8:12:40 AM,20103,,15,7082
11/7/2019 8:12:41 AM,20103,,15,1574
11/7/2019 8:12:41 AM,20103,,15,9877
11/7/2019 8:12:42 AM,20103,,15,9877
11/7/2019 8:12:43 AM,20103,,15,11442
11/7/2019 8:12:44 AM,20103,,15,2519
11/7/2019 8:12:44 AM,20103,,15,7082
11/7/2019 8:12:44 AM,20103,,15,2084
11/7/2019 8:12:45 AM,20103,,15,2652
11/7/2019 8:12:48 AM,20103,,15,2505
11/7/2019 8:12:48 AM,20103,,15,4165
11/7/2019 8:12:48 AM,20103,,15,8806
11/7/2019 8:12:50 AM,20103,,15,2795
11/7/2019 8:12:50 AM,20103,,15,3106
11/7/2019 8:12:51 AM,20103,,15,15908
11/7/2019 8:12:51 AM,20103,,15,12390
11/7/2019 8:12:51 AM,20103,,15,3604
11/7/2019 8:12:52 AM,20103,,15,3928
11/7/2019 8:12:53 AM,20103,,15,4387
11/7/2019 8:12:53 AM,20103,,15,11001
11/7/2019 8:12:54 AM,20103,,15,3230
11/7/2019 8:12:55 AM,20103,,15,4657
11/7/2019 8:12:56 AM,20103,,15,4731
11/7/2019 8:12:56 AM,20103,,15,8742
11/7/2019 8:12:56 AM,20103,,15,4997
11/7/2019 8:12:57 AM,20103,,15,4710
11/7/2019 8:12:57 AM,20103,,15,4997
11/7/2019 8:12:58 AM,20103,,15,4976
11/7/2019 8:12:58 AM,20103,,15,5264
11/7/2019 8:12:59 AM,20103,,15,9256
11/7/2019 8:12:59 AM,20103,,15,5558
11/7/2019 8:12:59 AM,20103,,15,9146
11/7/2019 8:13:00 AM,20103,,15,5507
11/7/2019 8:13:00 AM,20103,,15,5514
11/7/2019 8:13:00 AM,20103,,15,5346
11/7/2019 8:13:01 AM,20103,,15,5983
11/7/2019 8:13:01 AM,20103,,15,5507
11/7/2019 8:13:01 AM,20103,,15,7052
11/7/2019 8:13:02 AM,20103,,15,12689
11/7/2019 8:13:02 AM,20103,,15,5688
11/7/2019 8:13:02 AM,20103,,15,16010
11/7/2019 8:13:03 AM,20103,,15,8275
11/7/2019 8:13:03 AM,20103,,15,12689
11/7/2019 8:13:03 AM,20103,,15,12534
11/7/2019 8:13:03 AM,20103,,15,9879
11/7/2019 8:13:03 AM,20103,,15,9703
11/7/2019 8:13:03 AM,20103,,15,8742
11/7/2019 8:13:04 AM,20103,,15,5090
11/7/2019 8:13:04 AM,20103,,15,15816
11/7/2019 8:13:06 AM,20103,,15,9624
11/7/2019 8:13:07 AM,20103,,15,8856
11/7/2019 8:13:08 AM,20103,,15,5520
11/7/2019 8:13:08 AM,20103,,15,7435
11/7/2019 8:13:08 AM,20103,,15,5014
11/7/2019 8:13:10 AM,20103,,15,12787
11/7/2019 8:13:15 AM,20103,,15,8035
11/7/2019 8:13:17 AM,20103,,15,8367
11/7/2019 8:13:17 AM,20103,,15,9234
11/7/2019 8:13:18 AM,20103,,15,8329
11/7/2019 8:13:18 AM,20103,,15,9218
11/7/2019 8:13:18 AM,20103,,15,12530
11/7/2019 8:13:20 AM,20103,,15,8035
11/7/2019 8:13:20 AM,20103,,15,5522
11/7/2019 8:13:23 AM,20103,,15,13878
11/7/2019 8:13:23 AM,20103,,15,10450
11/7/2019 8:13:24 AM,20103,,15,9951
11/7/2019 8:13:24 AM,20103,,15,10956
11/7/2019 8:13:25 AM,20103,,15,10900
11/7/2019 8:13:27 AM,20103,,15,8452
11/7/2019 8:13:28 AM,20103,,15,10956
11/7/2019 8:13:28 AM,20103,,15,10459
11/7/2019 8:13:31 AM,20103,,15,3238
11/7/2019 8:13:31 AM,20103,,15,10900
11/7/2019 8:13:32 AM,20103,,15,15891
11/7/2019 8:13:33 AM,20103,,15,15977
11/7/2019 8:13:34 AM,20103,,15,11717
11/7/2019 8:13:35 AM,20103,,15,13366
11/7/2019 8:13:38 AM,20103,,15,10190
11/7/2019 8:13:38 AM,20103,,15,3312
11/7/2019 8:13:39 AM,20103,,15,13248
11/7/2019 8:13:41 AM,20103,,15,16370
11/7/2019 8:13:43 AM,20103,,15,11836
11/7/2019 8:13:45 AM,20103,,15,15248
11/7/2019 8:13:48 AM,20103,,15,4028
11/7/2019 8:13:49 AM,20103,,15,15956
11/7/2019 8:13:51 AM,20103,,15,16049
11/7/2019 8:13:51 AM,20103,,15,15248
11/7/2019 8:13:51 AM,20103,,15,16218
11/7/2019 8:13:52 AM,20103,,15,16029
11/7/2019 8:13:53 AM,20103,,15,1641
11/7/2019 8:13:53 AM,20103,,15,16029
11/7/2019 8:13:55 AM,20103,,15,12787
11/7/2019 8:13:58 AM,20103,,15,4048
11/7/2019 8:14:02 AM,20103,,15,10402
11/7/2019 8:14:09 AM,20103,,15,4565
11/7/2019 8:14:14 AM,20103,,15,5171
11/7/2019 8:14:23 AM,20103,,15,11057
11/7/2019 8:14:36 AM,20103,,15,11584
11/7/2019 8:14:38 AM,20103,,15,11744
11/7/2019 8:14:43 AM,20103,,15,13874
11/7/2019 8:14:46 AM,20103,,15,12574
11/7/2019 8:15:01 AM,20103,,15,12448
11/7/2019 8:15:45 AM,20103,,15,16049
11/7/2019 8:15:48 AM,20103,,15,9049
11/7/2019 8:16:03 AM,20103,,15,8463
11/7/2019 8:16:09 AM,20103,,15,4122
11/7/2019 8:17:08 AM,20103,,15,1761
11/7/2019 8:17:12 AM,20103,,15,9939
11/7/2019 8:17:45 AM,20103,,15,2726
11/7/2019 8:17:58 AM,20103,,15,5165
11/7/2019 8:17:59 AM,20103,,15,5322
11/7/2019 8:18:02 AM,20103,,15,8696
11/7/2019 8:18:08 AM,20103,,15,12948
11/7/2019 8:18:24 AM,20103,,15,5165
11/7/2019 8:18:34 AM,20103,,15,5165
11/7/2019 8:18:40 AM,20103,,15,9190
11/7/2019 8:18:52 AM,20103,,15,10956
11/7/2019 8:19:05 AM,20103,,15,3145
11/7/2019 8:19:15 AM,20103,,15,10832
11/7/2019 8:19:24 AM,20103,,15,1767
11/7/2019 8:19:25 AM,20103,,15,1767
11/7/2019 8:19:30 AM,20103,,15,14610
11/7/2019 8:19:54 AM,20103,,15,1767
11/7/2019 8:20:05 AM,20103,,15,15684
11/7/2019 8:20:14 AM,20103,,15,12667
11/7/2019 8:20:27 AM,20103,,15,3993
11/7/2019 8:20:31 AM,20103,,15,10452
11/7/2019 8:20:48 AM,20103,,15,8682
11/7/2019 8:21:05 AM,20103,,15,7199
11/7/2019 8:21:09 AM,20103,,15,13526
11/7/2019 8:21:44 AM,20103,,15,4779
11/7/2019 8:21:46 AM,20103,,15,16010
11/7/2019 8:21:52 AM,20103,,15,8990
11/7/2019 8:21:54 AM,20103,,15,10901
11/7/2019 8:22:28 AM,20103,,15,7065
11/7/2019 8:22:42 AM,20103,,15,9103
11/7/2019 8:22:50 AM,20103,,15,7922
11/7/2019 8:22:53 AM,20103,,15,10587
11/7/2019 8:23:09 AM,20103,,15,5407
11/7/2019 8:23:12 AM,20103,,15,6883
11/7/2019 8:23:19 AM,20103,,15,8608
11/7/2019 8:23:55 AM,20103,,15,15289
11/7/2019 8:25:07 AM,20103,,15,12418
11/7/2019 8:25:08 AM,20103,,15,12418
11/7/2019 8:25:16 AM,20103,,15,4890
11/7/2019 8:25:23 AM,20103,,15,12418
11/7/2019 8:25:45 AM,20103,,15,10882
11/7/2019 8:26:17 AM,20103,,15,13582
11/7/2019 8:26:27 AM,20103,,15,4648
11/7/2019 8:26:36 AM,20103,,15,8990
11/7/2019 8:27:06 AM,20103,,15,9359
11/7/2019 8:28:03 AM,20103,,15,5558
11/7/2019 8:28:33 AM,20103,,15,5856
11/7/2019 8:28:41 AM,20103,,15,10410
11/7/2019 8:28:54 AM,20103,,15,6643
11/7/2019 8:29:11 AM,20103,,15,6817
11/7/2019 8:29:27 AM,20103,,15,13488
11/7/2019 8:29:41 AM,20103,,15,15683
11/7/2019 8:29:45 AM,20103,,15,3082
11/7/2019 8:30:26 AM,20103,,15,1678
11/7/2019 8:30:40 AM,20103,,15,10805
11/7/2019 8:30:48 AM,20103,,15,4717
11/7/2019 8:31:39 AM,20103,,15,10613
11/7/2019 8:32:35 AM,20103,,15,168
11/7/2019 8:32:54 AM,20103,,15,1537
11/7/2019 8:32:55 AM,20103,,15,8203
11/7/2019 8:33:04 AM,20103,,15,15103
11/7/2019 8:33:16 AM,20103,,15,3867
11/7/2019 8:33:15 AM,20103,,15,4090
11/7/2019 8:33:23 AM,20103,,15,16370
11/7/2019 8:33:48 AM,20103,,15,3060
11/7/2019 8:33:54 AM,20103,,15,8658
11/7/2019 8:33:57 AM,20103,,15,918
11/7/2019 8:34:27 AM,20103,,15,2654
11/7/2019 8:34:27 AM,20103,,15,8253
11/7/2019 8:34:48 AM,20103,,15,541
11/7/2019 8:35:03 AM,20103,,15,541
11/7/2019 8:35:57 AM,20103,,15,2652
11/7/2019 8:36:28 AM,20103,,15,3576
11/7/2019 8:37:21 AM,20103,,15,5549
11/7/2019 8:37:33 AM,20103,,15,4196
11/7/2019 8:38:22 AM,20103,,15,3050
11/7/2019 8:38:24 AM,20103,,15,7874
11/7/2019 8:38:48 AM,20103,,15,8689
11/7/2019 8:38:53 AM,20103,,15,5476
11/7/2019 8:40:30 AM,20103,,15,1135
11/7/2019 8:40:32 AM,20103,,15,3843
11/7/2019 8:40:34 AM,20103,,15,13088
11/7/2019 8:40:56 AM,20103,,15,13088
11/7/2019 8:41:44 AM,20103,,15,7943
11/7/2019 8:42:18 AM,20103,,15,7943
11/7/2019 8:42:45 AM,20103,,15,15886
11/7/2019 8:43:02 AM,20103,,15,15886
11/7/2019 8:43:09 AM,20103,,15,7942
11/7/2019 8:44:07 AM,20103,,15,2932
11/7/2019 8:44:31 AM,20103,,15,2084
11/7/2019 8:45:00 AM,20103,,15,10157
11/7/2019 8:45:56 AM,20103,,15,8067
11/7/2019 8:46:33 AM,20103,,15,11196
11/7/2019 8:46:33 AM,20103,,15,4516
11/7/2019 8:46:57 AM,20103,,15,16035
11/7/2019 8:47:12 AM,20103,,15,5339
11/7/2019 8:48:02 AM,20103,,15,12390
11/7/2019 8:48:14 AM,20103,,15,7751
11/7/2019 8:48:32 AM,20103,,15,15317
11/7/2019 8:48:44 AM,20103,,15,8416
11/7/2019 8:49:20 AM,20103,,15,11043
11/7/2019 8:49:43 AM,20103,,15,5327
11/7/2019 8:50:45 AM,20103,,15,6758
11/7/2019 8:51:47 AM,20103,,15,10503
11/7/2019 8:52:37 AM,20103,,15,4728
11/7/2019 8:52:57 AM,20103,,15,13735
11/7/2019 8:53:10 AM,20103,,15,2403
11/7/2019 8:53:17 AM,20103,,15,13248
11/7/2019 8:53:29 AM,20103,,15,9218
11/7/2019 8:53:42 AM,20103,,15,1288
11/7/2019 8:54:31 AM,20103,,15,2251
11/7/2019 8:55:02 AM,20103,,15,4728
11/7/2019 8:55:42 AM,20103,,15,16476
11/7/2019 8:56:03 AM,20103,,15,2696
11/7/2019 8:56:38 AM,20103,,15,9386
11/7/2019 8:56:57 AM,20103,,15,12702
11/7/2019 8:57:18 AM,20103,,15,8435
11/7/2019 8:57:24 AM,20103,,15,8739
11/7/2019 8:57:28 AM,20103,,15,11057
11/7/2019 8:58:05 AM,20103,,15,11371
11/7/2019 8:58:33 AM,20103,,15,4546
11/7/2019 8:59:24 AM,20103,,15,4659
11/7/2019 8:59:58 AM,20103,,15,5168
11/7/2019 9:00:29 AM,20103,,15,15619
11/7/2019 9:00:32 AM,20103,,15,15248
11/7/2019 9:01:21 AM,20103,,15,16218
11/7/2019 9:01:31 AM,20103,,15,10342
11/7/2019 9:02:36 AM,20103,,15,7922
11/7/2019 9:03:23 AM,20103,,15,15445
11/7/2019 9:03:24 AM,20103,,15,7991
11/7/2019 9:03:26 AM,20103,,15,8067
11/7/2019 9:03:38 AM,20103,,15,2585
11/7/2019 9:04:40 AM,20103,,15,8499
11/7/2019 9:05:07 AM,20103,,15,8499
11/7/2019 9:05:33 AM,20103,,15,385
11/7/2019 9:06:04 AM,20103,,15,2899
11/7/2019 9:06:22 AM,20103,,15,10459
11/7/2019 9:06:38 AM,20103,,15,10884
11/7/2019 9:07:04 AM,20103,,15,532
11/7/2019 9:07:21 AM,20103,,15,15619
11/7/2019 9:07:33 AM,20103,,15,6019
11/7/2019 9:07:49 AM,20103,,15,3238
11/7/2019 9:08:02 AM,20103,,15,174
11/7/2019 9:08:05 AM,20103,,15,7593
11/7/2019 9:08:23 AM,20103,,15,13060
11/7/2019 9:09:13 AM,20103,,15,14961
11/7/2019 9:09:19 AM,20103,,15,8432
11/7/2019 9:09:24 AM,20103,,15,2712
11/7/2019 9:09:51 AM,20103,,15,4717
11/7/2019 9:11:56 AM,20103,,15,5278
11/7/2019 9:12:33 AM,20103,,15,5278
11/7/2019 9:13:09 AM,20103,,15,6485
11/7/2019 9:13:15 AM,20103,,15,5666
11/7/2019 9:13:49 AM,20103,,15,10163
11/7/2019 9:14:34 AM,20103,,15,2869
11/7/2019 9:15:17 AM,20103,,15,8375
11/7/2019 9:15:48 AM,20103,,15,16355
11/7/2019 9:16:14 AM,20103,,15,7290
11/7/2019 9:16:55 AM,20103,,15,15956
11/7/2019 9:17:40 AM,20103,,15,15956
11/7/2019 9:18:06 AM,20103,,15,2668
11/7/2019 9:18:11 AM,20103,,15,5514
11/7/2019 9:18:14 AM,20103,,15,5009
11/7/2019 9:18:32 AM,20103,,15,1240
11/7/2019 9:19:37 AM,20103,,15,6926
11/7/2019 9:19:42 AM,20103,,15,11057
11/7/2019 9:19:52 AM,20103,,15,15956
11/7/2019 9:20:49 AM,20103,,15,5165
11/7/2019 9:20:58 AM,20103,,15,5430
11/7/2019 9:21:15 AM,20103,,15,11277
11/7/2019 9:22:24 AM,20103,,15,7435
11/7/2019 9:22:28 AM,20103,,15,5602
11/7/2019 9:22:38 AM,20103,,15,15103
11/7/2019 9:22:50 AM,20103,,15,12881
11/7/2019 9:25:59 AM,20103,,15,4333
11/7/2019 9:27:04 AM,20103,,15,6080
11/7/2019 9:27:26 AM,20103,,15,11797
11/7/2019 9:27:50 AM,20103,,15,11057
11/7/2019 9:28:07 AM,20103,,15,6623
11/7/2019 9:28:42 AM,20103,,15,10047
11/7/2019 9:28:48 AM,20103,,15,2854
11/7/2019 9:30:15 AM,20103,,15,4187
11/7/2019 9:30:30 AM,20103,,15,11204
11/7/2019 9:31:06 AM,20103,,15,12400
11/7/2019 9:31:21 AM,20103,,15,6204
11/7/2019 9:32:41 AM,20103,,15,5286
11/7/2019 9:32:49 AM,20103,,15,6120
11/7/2019 9:32:50 AM,20103,,15,5163
11/7/2019 9:34:07 AM,20103,,15,11833
11/7/2019 9:34:15 AM,20103,,15,11057
11/7/2019 9:34:37 AM,20103,,15,11097
11/7/2019 9:34:58 AM,20103,,15,3225
11/7/2019 9:37:01 AM,20103,,15,496
11/7/2019 9:37:49 AM,20103,,15,13905
11/7/2019 9:37:51 AM,20103,,15,8499
11/7/2019 9:38:07 AM,20103,,15,13742
11/7/2019 9:39:34 AM,20103,,15,15103
11/7/2019 9:39:41 AM,20103,,15,12153
11/7/2019 9:39:57 AM,20103,,15,1172
11/7/2019 9:40:30 AM,20103,,15,15103
11/7/2019 9:41:44 AM,20103,,15,12090
11/7/2019 9:42:00 AM,20103,,15,12090
11/7/2019 9:43:05 AM,20103,,15,13069
11/7/2019 9:43:38 AM,20103,,15,7625
11/7/2019 9:43:43 AM,20103,,15,15180
11/7/2019 9:44:49 AM,20103,,15,6761
11/7/2019 9:45:54 AM,20103,,15,9870
11/7/2019 9:46:01 AM,20103,,15,12684
11/7/2019 9:46:06 AM,20103,,15,10772
11/7/2019 9:46:20 AM,20103,,15,15891
11/7/2019 9:47:42 AM,20103,,15,2668
11/7/2019 9:47:45 AM,20103,,15,2560
11/7/2019 9:48:27 AM,20103,,15,10557
11/7/2019 9:48:35 AM,20103,,15,2201
11/7/2019 9:48:39 AM,20103,,15,1748
11/7/2019 9:49:15 AM,20103,,15,10587
11/7/2019 9:50:38 AM,20103,,15,2696
11/7/2019 9:51:54 AM,20103,,15,15977
11/7/2019 9:52:45 AM,20103,,15,12192
11/7/2019 9:52:58 AM,20103,,15,6494
11/7/2019 9:53:06 AM,20103,,15,15477
11/7/2019 9:54:04 AM,20103,,15,2668
11/7/2019 9:54:41 AM,20103,,15,11057
11/7/2019 9:55:12 AM,20103,,15,9939
11/7/2019 9:55:25 AM,20103,,15,6941
11/7/2019 9:55:45 AM,20103,,15,15891
11/7/2019 9:56:58 AM,20103,,15,3791
11/7/2019 9:57:22 AM,20103,,15,10564
11/7/2019 9:58:13 AM,20103,,15,10949
11/7/2019 10:00:31 AM,20103,,15,8742
11/7/2019 10:01:09 AM,20103,,15,7315
11/7/2019 10:02:01 AM,20103,,15,7862
11/7/2019 10:02:16 AM,20103,,15,2668
11/7/2019 10:02:43 AM,20103,,15,14855
11/7/2019 10:02:52 AM,20103,,15,14677
11/7/2019 10:04:26 AM,20103,,15,11187
11/7/2019 10:04:50 AM,20103,,15,544
11/7/2019 10:05:01 AM,20103,,15,12450
11/7/2019 10:05:29 AM,20103,,15,4947
11/7/2019 10:05:38 AM,20103,,15,11057
11/7/2019 10:06:50 AM,20103,,15,10967
11/7/2019 10:10:50 AM,20103,,15,742
11/7/2019 10:11:43 AM,20103,,15,10558
11/7/2019 10:14:49 AM,20103,,15,166
11/7/2019 10:15:47 AM,20103,,15,10893
11/7/2019 10:15:51 AM,20103,,15,10754
11/7/2019 10:16:15 AM,20103,,15,15103
11/7/2019 10:16:41 AM,20103,,15,8312
11/7/2019 10:17:43 AM,20103,,15,5558
11/7/2019 10:19:42 AM,20103,,15,5132
11/7/2019 10:23:36 AM,20103,,15,5191
11/7/2019 10:24:04 AM,20103,,15,15684
11/7/2019 10:24:49 AM,20103,,15,2944
11/7/2019 10:25:22 AM,20103,,15,10405
11/7/2019 10:27:02 AM,20103,,15,4995
11/7/2019 10:29:36 AM,20103,,15,1145
11/7/2019 10:31:24 AM,20103,,15,15165
11/7/2019 10:31:25 AM,20103,,15,12922
11/7/2019 10:33:55 AM,20103,,15,1015
11/7/2019 10:34:16 AM,20103,,15,15165
11/7/2019 10:35:34 AM,20103,,15,15908
11/7/2019 10:36:09 AM,20103,,15,4380
11/7/2019 10:38:56 AM,20103,,15,3080
11/7/2019 10:39:59 AM,20103,,15,11165
11/7/2019 10:42:46 AM,20103,,15,12869
11/7/2019 10:43:13 AM,20103,,15,3044
11/7/2019 10:43:24 AM,20103,,15,666
11/7/2019 10:44:19 AM,20103,,15,9365
11/7/2019 10:48:10 AM,20103,,15,9365
11/7/2019 10:48:35 AM,20103,,15,9874
11/7/2019 10:49:11 AM,20103,,15,9353
11/7/2019 10:49:35 AM,20103,,15,7949
11/7/2019 10:51:58 AM,20103,,15,11057
11/7/2019 10:53:29 AM,20103,,15,11043
11/7/2019 10:53:48 AM,20103,,15,2334
11/7/2019 10:54:33 AM,20103,,15,12869
11/7/2019 10:56:23 AM,20103,,15,7101
11/7/2019 10:56:31 AM,20103,,15,11559
11/7/2019 10:57:20 AM,20103,,15,9273
11/7/2019 10:59:24 AM,20103,,15,10941
11/7/2019 10:59:39 AM,20103,,15,15103
11/7/2019 10:59:53 AM,20103,,15,5278
11/7/2019 11:01:19 AM,20103,,15,12869
11/7/2019 11:02:17 AM,20103,,15,4009
11/7/2019 11:02:37 AM,20103,,15,10900
11/7/2019 11:05:53 AM,20103,,15,10941
11/7/2019 11:07:39 AM,20103,,15,7655
11/7/2019 11:07:44 AM,20103,,15,14283
11/7/2019 11:08:09 AM,20103,,15,14283
11/7/2019 11:09:38 AM,20103,,15,1367
